name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,price_bin,price_per_day,is_premium,price_log
Ruim appartement met dakterras,652004891,Zuid,52.3499047,4.8467151,Entire Home,223.0,4,2,2025-01-04,0.23,1,0,2,179.0,$201-500,223.0,False,5.4116460518550396
Helmers,593765947,De Baarsjes - Oud-West,52.3631882,4.8742802,Entire Home,380.0,2,9,2025-06-01,1.03,1,336,9,31.0,$201-500,1.1275964391691395,True,5.942799375126701
Ensuite Gorgeous Classical Spot,2202315,Centrum-Oost,52.36890604,4.924058397,Private Room,110.0,3,6,2025-05-27,1.01,1,208,6,36.0,$101 -200,0.5263157894736842,False,4.709530201312334
"Appartement rooftop, insane view",652147429,Watergraafsmeer,52.3386827,4.9207632,Entire Home,100.0,1,1,2025-06-10,1.0,1,259,1,22.0,$51-100,0.38461538461538464,False,4.61512051684126
Apartment with canal view,141766912,Centrum-West,52.3748905,4.9003443,Entire Home,223.0,1,1,2025-04-13,0.45,1,164,1,80.0,$201-500,1.3515151515151516,False,5.4116460518550396
Bright appartment with canal and park view,7982846,Bos en Lommer,52.37666,4.85727,Entire Home,230.0,1,1,2025-05-11,0.79,1,6,1,52.0,$201-500,32.857142857142854,False,5.442417710521793
Appartement met tuin!,37702502,De Baarsjes - Oud-West,52.37240399,4.849208379,Entire Home,166.0,5,1,2024-10-22,0.13,1,32,1,253.0,$101 -200,5.03030303030303,False,5.117993812416755
Spacious and charming apartment,118658280,De Baarsjes - Oud-West,52.37235201,4.870938098,Entire Home,254.0,2,3,2025-05-04,1.23,1,322,3,59.0,$201-500,0.7863777089783281,False,5.541263545158426
Cosy Amsterdam appartement,58729484,Westerpark,52.3822535,4.8713036,Entire Home,190.0,2,2,2025-01-01,0.31,1,219,2,182.0,$101 -200,0.8636363636363636,False,5.25227342804663
An apartment in Amsterdam,369366422,Bos en Lommer,52.3787784,4.854997,Entire Home,180.0,3,7,2025-06-01,0.89,1,106,7,31.0,$101 -200,1.6822429906542056,False,5.198497031265826
Luxe appartement aan het Sarphatipark,331177915,De Pijp - Rivierenbuurt,52.35474,4.89458,Entire Home,299.0,3,4,2025-04-15,0.5,1,359,4,78.0,$201-500,0.8305555555555556,False,5.703782474656201
Licht appartement incl. tuin,652704921,Oud-Oost,52.36354,4.92495,Entire Home,163.0,2,2,2025-05-18,0.36,1,14,2,45.0,$101 -200,10.866666666666667,False,5.099866427824199
Cozy 1 Bed Apartment - Amsterdam,240316780,Geuzenveld - Slotermeer,52.37818794,4.830345444,Entire Home,180.0,3,3,2025-04-23,0.5,1,45,3,70.0,$101 -200,3.9130434782608696,False,5.198497031265826
Authentieke dijkwoning in Amsterdam met tuin,1518049,Oud-Noord,52.39707,4.92322,Entire Home,239.0,5,2,2025-03-08,0.27,1,173,2,116.0,$201-500,1.3735632183908046,False,5.480638923341991
Luxury 2Br apt next to zuidas with roof terrace,39110511,Zuid,52.34506,4.85621,Entire Home,299.0,1,1,2025-03-31,0.38,39,36,1,93.0,$201-500,8.08108108108108,False,5.703782474656201
Amsterdam Old-West Apartment,652798320,De Baarsjes - Oud-West,52.37181,4.87206,Entire Home,270.0,2,2,2024-11-03,0.25,1,178,2,241.0,$201-500,1.5083798882681565,False,5.602118820879701
Modern apartment near Vondelpark,29863828,De Baarsjes - Oud-West,52.36314542,4.862849785,Entire Home,223.0,7,5,2025-05-05,0.67,1,5,5,58.0,$201-500,37.166666666666664,False,5.4116460518550396
Large and homely houseboat,6660212,Noord-Oost,52.37734,4.97629,Entire Home,399.0,3,1,2025-01-01,0.18,1,267,1,182.0,$201-500,1.4888059701492538,True,5.991464547107982
Spacious Luxury 2 Floor Apartment w/ Roof Terrace,17247722,De Baarsjes - Oud-West,52.3725195,4.8590006,Entire Home,223.0,2,2,2025-05-12,0.91,1,0,2,51.0,$201-500,223.0,False,5.4116460518550396
Appartement in Amsterdam,435087545,De Baarsjes - Oud-West,52.36582,4.87672,Entire Home,150.0,1,3,2025-01-03,0.51,1,5,3,180.0,$101 -200,25.0,False,5.017279836814924
Chic Urban Apartment in West,86391052,Bos en Lommer,52.3840032,4.8476294,Entire Home,153.0,2,2,2025-04-21,0.3,1,244,2,72.0,$101 -200,0.6244897959183674,False,5.0369526024136295
Cozy & modern studio in de Pijp,28790671,De Pijp - Rivierenbuurt,52.3560482,4.8911173,Entire Home,315.0,1,0,,0.0,1,180,0,4197.0,$201-500,1.7403314917127073,False,5.755742213586912
Huis Ortelius,22717975,De Baarsjes - Oud-West,52.37107353,4.849553233,Entire Home,223.0,2,3,2025-06-01,0.54,1,0,3,31.0,$201-500,223.0,False,5.4116460518550396
Beautiful luxurious and bright apartment,47259616,Oud-Oost,52.36188,4.92503,Entire Home,225.0,2,3,2025-06-06,1.55,1,40,3,26.0,$201-500,5.487804878048781,False,5.420534999272286
"Knus, warm en Prive familiehuis",120036005,Bos en Lommer,52.37677,4.8635,Entire Home,223.0,3,3,2024-12-11,0.42,5,0,3,203.0,$201-500,223.0,False,5.4116460518550396
Apartment in Amsterdam,99244235,Centrum-West,52.37946113,4.891842653,Entire Home,223.0,4,6,2025-04-20,0.75,1,1,6,73.0,$201-500,111.5,False,5.4116460518550396
Charming City Escape,39687165,Westerpark,52.38345405,4.873221258,Entire Home,223.0,2,4,2025-03-16,0.5,1,0,4,108.0,$201-500,223.0,False,5.4116460518550396
Fantastic flat with park view,14004998,De Pijp - Rivierenbuurt,52.3541,4.895,Entire Home,223.0,3,6,2025-05-19,0.71,1,0,6,44.0,$201-500,223.0,False,5.4116460518550396
"Cosy apartment in Amsterdam, Oud Zuid",5563040,Zuid,52.35044293,4.855106855,Entire Home,200.0,2,5,2025-06-01,0.91,1,38,5,31.0,$101 -200,5.128205128205129,False,5.303304908059076
De Dijk,3561531,Oud-Noord,52.39924,4.92031,Entire Home,140.0,3,1,2024-10-28,0.13,1,24,1,247.0,$101 -200,5.6,False,4.948759890378168
Top floor heaven near Jordaan,6285545,Westerpark,52.37980183,4.872768104,Entire Home,288.0,3,1,2024-10-21,0.13,1,30,1,254.0,$201-500,9.290322580645162,False,5.666426688112432
Cosy Apartment @ Oud-west,653632730,De Baarsjes - Oud-West,52.36702,4.8733,Entire Home,223.0,2,4,2025-05-11,0.71,1,5,4,52.0,$201-500,37.166666666666664,False,5.4116460518550396
Stylish 1 BR in Amsterdam West,53465952,De Baarsjes - Oud-West,52.36101,4.85085,Entire Home,223.0,5,1,2025-02-24,0.26,2,0,1,128.0,$201-500,223.0,False,5.4116460518550396
Vermeer - luxe authentieke kamer bij Museumplein,12784049,De Pijp - Rivierenbuurt,52.3551882,4.8872973,Private Room,153.0,1,19,2025-06-08,2.37,3,230,19,24.0,$101 -200,0.6623376623376623,False,5.0369526024136295
Stylish Rooftop city Apartment,300820284,Centrum-Oost,52.36457647,4.887267572,Entire Home,223.0,2,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Stylish appartement east-centrum,497545802,Oud-Oost,52.35662,4.91433,Entire Home,179.0,2,4,2025-06-04,0.5,1,86,4,28.0,$101 -200,2.057471264367816,False,5.19295685089021
Luxury Apartment In Amsterdam,29690612,De Pijp - Rivierenbuurt,52.35596,4.89769,Entire Home,223.0,2,2,2024-12-16,0.31,1,0,2,198.0,$201-500,223.0,False,5.4116460518550396
Apartment in Amsterdam-West,41599858,De Baarsjes - Oud-West,52.37191543,4.86006021,Entire Home,236.0,2,3,2025-04-14,0.38,1,47,3,79.0,$201-500,4.916666666666667,False,5.4680601411351315
"Beautiful flat, w/ private terrace by Amstel River",5209930,Oud-Oost,52.34963,4.91383,Entire Home,223.0,4,5,2024-11-26,0.61,1,0,5,218.0,$201-500,223.0,False,5.4116460518550396
Canal-Side Apartment Erasmuspark,653925630,Bos en Lommer,52.37584,4.84961,Entire Home,333.0,3,5,2025-05-05,0.66,1,270,5,58.0,$201-500,1.2287822878228782,False,5.811140992976701
Cosy ground-floor apartment in Amsterdam Oost,20251104,Oostelijk Havengebied - Indische Buurt,52.36551,4.93543,Private Room,104.0,1,0,,0.0,1,157,0,4197.0,$101 -200,0.6582278481012658,False,4.653960350157523
Cozy apartment close to metro!,55601507,Oud-Oost,52.3556453,4.913783365,Entire Home,400.0,5,1,2025-04-23,0.54,1,364,1,70.0,$201-500,1.095890410958904,True,5.993961427306569
Private 6 Bed Room,237150727,Zuid,52.35974,4.8777,Private Room,296.0,1,0,,0.0,10,103,0,4197.0,$201-500,2.8461538461538463,False,5.6937321388027
Private 8 Bed Room,237150727,Zuid,52.3596,4.87728,Private Room,223.0,1,0,,0.0,10,103,0,4197.0,$201-500,2.144230769230769,False,5.4116460518550396
Private 6 Bed Ensuite Room,237150727,Zuid,52.35914813,4.877911526,Private Room,316.0,1,0,,0.0,10,103,0,4197.0,$201-500,3.0384615384615383,False,5.75890177387728
Private 4 Bed Ensuite Room,237150727,Zuid,52.36124361,4.879503054,Private Room,228.0,1,0,,0.0,10,103,0,4197.0,$201-500,2.1923076923076925,False,5.43372200355424
Private 3 Bed Room,237150727,Zuid,52.3603214,4.8784034,Private Room,224.0,1,0,,0.0,10,0,0,4197.0,$201-500,224.0,False,5.41610040220442
Private Double Room,237150727,Zuid,52.36032,4.8784,Private Room,132.0,1,0,,0.0,10,0,0,4197.0,$101 -200,132.0,False,4.890349128221754
Appartement in Amsterdam-Zuid,85606206,Zuid,52.35315951,4.847816454,Entire Home,250.0,2,0,,0.0,1,80,0,4197.0,$201-500,3.0864197530864197,False,5.5254529391317835
Bright loft in Amsterdam East,51489517,Oostelijk Havengebied - Indische Buurt,52.3656589,4.9408531,Entire Home,176.0,1,4,2025-05-09,0.53,1,73,4,54.0,$101 -200,2.3783783783783785,False,5.176149732573829
Stijlvol Amsterdams appartement. (Gratis parkeren),144822125,Gaasperdam - Driemond,52.2950643,4.9855608,Entire Home,148.0,2,5,2025-06-08,0.62,1,0,5,24.0,$101 -200,148.0,False,5.003946305945459
[NIEUW] Luxe & modern appartement Amsterdam Zuid,65551489,Zuid,52.34791631,4.849949123,Entire Home,475.0,3,1,2025-05-10,0.77,1,359,1,53.0,$201-500,1.3194444444444444,True,6.16541785423142
Authentiek appartement,35895518,Centrum-West,52.37596477,4.898206006,Entire Home,233.0,3,5,2025-06-01,0.87,1,9,5,31.0,$201-500,23.3,False,5.455321115357702
Apartment in the heart of the Jordaan,451949160,Centrum-West,52.3806996,4.8857818,Entire Home,223.0,2,4,2025-03-05,0.5,1,0,4,119.0,$201-500,223.0,False,5.4116460518550396
Bright Apartment in the heart of Amsterdam,415190124,De Pijp - Rivierenbuurt,52.35253138,4.904911034,Entire Home,223.0,5,8,2025-06-02,1.09,1,21,8,30.0,$201-500,10.136363636363637,False,5.4116460518550396
Luxurious and Modern AP @ Amsterdam Oud-West,161729978,De Baarsjes - Oud-West,52.36309008,4.863029252,Entire Home,270.0,3,0,,0.0,2,196,0,4197.0,$201-500,1.3705583756345177,False,5.602118820879701
Appartement Amsterdam Oud-West.,325864837,De Baarsjes - Oud-West,52.37189997,4.854271474,Entire Home,223.0,2,6,2025-05-26,0.82,1,1,6,37.0,$201-500,111.5,False,5.4116460518550396
Zeeburgereiland Appartment 125m2,22295952,IJburg - Zeeburgereiland,52.37238,4.97007,Entire Home,225.0,4,0,,0.0,1,87,0,4197.0,$201-500,2.5568181818181817,False,5.420534999272286
PrivateGarden/Bikes/EasyTransit,8868269,Zuid,52.34519,4.86164,Entire Home,189.0,6,8,2025-06-04,1.0,1,92,8,28.0,$101 -200,2.032258064516129,False,5.247024072160486
Room in Amsterdam ZuidOost,25719803,Bijlmer-Oost,52.31845,4.97051,Private Room,223.0,2,6,2024-11-25,0.72,1,0,6,219.0,$201-500,223.0,False,5.4116460518550396
Modern NDSM Apartment - Waterfront View,139502299,Oud-Noord,52.40157,4.88723,Entire Home,131.0,2,0,,0.0,1,8,0,4197.0,$101 -200,14.555555555555555,False,4.882801922586371
Cozy Westerpark Apartment,35058172,Westerpark,52.3927715,4.8711261,Entire Home,157.0,5,2,2025-04-29,0.35,1,112,2,64.0,$101 -200,1.3893805309734513,False,5.062595033026967
"Ruimtelijk, licht en luxe appartement van 85m2.",32426302,Bos en Lommer,52.37812,4.84805,Entire Home,223.0,3,2,2025-01-02,0.25,1,0,2,181.0,$201-500,223.0,False,5.4116460518550396
"Nieuw, ruim privé appartement",556267767,Oostelijk Havengebied - Indische Buurt,52.36114146,4.93951428,Entire Home,158.0,3,4,2025-05-25,0.53,1,167,4,38.0,$101 -200,0.9404761904761905,False,5.0689042022202315
阿姆斯特丹 Amsterdam 1BR/1BA at North,22030823,Noord-West,52.40919,4.91594,Entire Home,135.0,4,3,2025-05-31,0.53,1,102,3,32.0,$101 -200,1.3106796116504855,False,4.912654885736052
appartement bij het centrum,520447937,De Pijp - Rivierenbuurt,52.35229,4.90372,Entire Home,223.0,2,8,2025-01-03,1.06,1,0,8,180.0,$201-500,223.0,False,5.4116460518550396
Cozy modern place in center,16624090,Centrum-Oost,52.3703032,4.928964,Entire Home,351.0,4,0,,0.0,1,42,0,4197.0,$201-500,8.162790697674419,False,5.863631175598097
Apartment in Amsterdam Oud-West,58755544,De Baarsjes - Oud-West,52.3715686,4.8736963,Entire Home,300.0,3,1,2025-04-13,0.45,1,350,1,80.0,$201-500,0.8547008547008547,False,5.707110264748875
Prachtig familiehuis,4239541,Noord-West,52.4090163,4.9254953,Entire Home,219.0,3,1,2025-04-14,0.46,1,352,1,79.0,$201-500,0.6203966005665722,False,5.393627546352362
"Ruim, modern en luxe appartement in de Baarsjes",134883565,De Baarsjes - Oud-West,52.37395853,4.857860094,Entire Home,223.0,1,1,2024-11-03,0.13,1,0,1,241.0,$201-500,223.0,False,5.4116460518550396
Boathouse Olympic Stadium,5558704,Zuid,52.3408662,4.8510989,Entire Home,283.0,3,4,2025-06-01,0.72,1,4,4,31.0,$201-500,56.6,False,5.648974238161206
Authentic house in the heart of Amsterdam,7842731,De Pijp - Rivierenbuurt,52.35275,4.8954,Entire Home,400.0,3,9,2025-05-05,1.13,1,228,9,58.0,$201-500,1.7467248908296944,True,5.993961427306569
The Dutch Retreat,655093318,De Baarsjes - Oud-West,52.37411,4.85724,Entire Home,176.0,4,2,2025-03-18,0.41,1,8,2,106.0,$101 -200,19.555555555555557,False,5.176149732573829
Stylish Apartment with Garden,297549941,De Baarsjes - Oud-West,52.3692616,4.8590038,Entire Home,200.0,4,0,,0.0,1,251,0,4197.0,$101 -200,0.7936507936507936,False,5.303304908059076
NEW: Stylish&spacious (new)family home with garden,7767216,De Baarsjes - Oud-West,52.37156,4.86045,Entire Home,251.0,4,1,2025-06-09,1.0,1,10,1,23.0,$201-500,22.818181818181817,False,5.529429087511423
Familyhome 105 m2 Amsterdam,4663170,De Baarsjes - Oud-West,52.36009,4.85981,Entire Home,304.0,3,1,2024-12-30,0.18,2,175,1,184.0,$201-500,1.7272727272727273,False,5.720311776607412
Cozy 2-bed apartment in Oud West,142862882,Westerpark,52.3826557,4.8723838,Entire Home,223.0,1,1,2024-10-20,0.12,1,0,1,255.0,$201-500,223.0,False,5.4116460518550396
Appartement in het hippe Noord!,49397271,Oud-Noord,52.39166136,4.913209956,Entire Home,128.0,2,8,2025-05-11,1.13,1,93,8,52.0,$101 -200,1.3617021276595744,False,4.859812404361672
Luxury Apartment Amsterdam,525582479,Zuid,52.34915694,4.877884115,Entire Home,420.0,3,2,2025-04-18,0.82,1,74,2,75.0,$201-500,5.6,True,6.042632833682381
Blue Room,52180905,Centrum-West,52.37685,4.893,Private Room,197.0,3,23,2025-06-12,2.78,3,213,23,20.0,$101 -200,0.9205607476635514,False,5.288267030694535
Green Room,52180905,Centrum-West,52.37499,4.89324,Private Room,201.0,3,20,2025-06-02,2.74,3,216,20,30.0,$201-500,0.9262672811059908,False,5.308267697401205
Nieuw: Sfeervol Zuid residence,114672005,De Pijp - Rivierenbuurt,52.3479131,4.890785,Entire Home,292.0,2,9,2025-05-31,1.12,2,165,9,32.0,$201-500,1.7590361445783131,False,5.680172609017068
Cozy Rooms in 18th-Century Canalhouse | 4 Guests,10150042,Centrum-West,52.36542617,4.880609445,Entire Home,223.0,3,11,2025-05-13,1.37,1,35,11,50.0,$201-500,6.194444444444445,False,5.4116460518550396
"Design loft in Jordaan, Amsterdam center",15373223,Centrum-West,52.38106945,4.886377949,Entire Home,315.0,3,2,2025-04-30,1.03,1,52,2,63.0,$201-500,5.943396226415095,False,5.755742213586912
Cosy cottage in lovely de Pijp,12083189,De Pijp - Rivierenbuurt,52.355623,4.889164,Entire Home,168.0,1,3,2025-04-15,0.71,1,75,3,78.0,$101 -200,2.210526315789474,False,5.1298987149230735
Modern apartment with sunny garden. Rivierenbuurt,412276538,De Pijp - Rivierenbuurt,52.34297218,4.907188351,Entire Home,250.0,2,5,2025-06-02,0.82,1,304,5,30.0,$201-500,0.819672131147541,False,5.5254529391317835
Colorful apartment in West,773375,Bos en Lommer,52.37916139,4.85292037,Entire Home,108.0,3,5,2025-06-05,0.66,1,0,5,27.0,$101 -200,108.0,False,4.6913478822291435
Familyhome in Amsterdam - close to city centre,33970267,Watergraafsmeer,52.35237714,4.93905835,Entire Home,223.0,25,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Studio sul canale,247295728,Osdorp,52.36252648,4.756656699,Entire Home,112.0,2,5,2025-06-08,2.08,1,89,5,24.0,$101 -200,1.2444444444444445,False,4.727387818712341
Spacious place 20min to city center & free parking,656091940,Bijlmer-Oost,52.32497769,4.980386493,Entire Home,178.0,2,24,2025-05-25,2.95,1,9,24,38.0,$101 -200,17.8,False,5.187385805840755
Light Vondelpark apartment,109164528,De Baarsjes - Oud-West,52.36162,4.87651,Entire Home,189.0,4,2,2025-04-22,0.35,1,23,2,71.0,$101 -200,7.875,False,5.247024072160486
Stylish and Cozy Home,64855048,Westerpark,52.38941364,4.882686275,Entire Home,223.0,1,2,2024-11-10,0.26,1,0,2,234.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment near Jordaan and Westerpark,129429337,Westerpark,52.38316839,4.873979129,Entire Home,210.0,3,4,2025-05-25,0.5,1,355,4,38.0,$201-500,0.5898876404494382,False,5.351858133476067
Cosy family home with garden,3000319,Noord-Oost,52.39254373,4.957946371,Entire Home,189.0,4,5,2025-05-04,0.65,1,21,5,59.0,$101 -200,8.590909090909092,False,5.247024072160486
Comfortable 2BR Canalview apt. @ Citycentre,39110511,Centrum-West,52.36869,4.88727,Entire Home,223.0,1,0,,0.0,39,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Spacious penthouse in Amsterdam with roof terrace,29866656,De Pijp - Rivierenbuurt,52.34697979,4.90597784,Entire Home,255.0,2,4,2025-04-21,0.55,1,7,4,72.0,$201-500,31.875,False,5.545177444479562
Spacious Apt | Short walk to Museums| Near Trams,656244396,De Baarsjes - Oud-West,52.36322008,4.87230083,Entire Home,392.0,1,4,2025-01-06,0.62,1,67,4,177.0,$201-500,5.764705882352941,True,5.973809611869261
Ruimtelijk appartement in Ams,583432798,Oud-Oost,52.35782747,4.92752535,Entire Home,350.0,3,2,2025-04-27,0.25,1,8,2,66.0,$201-500,38.888888888888886,False,5.860786223465865
City house with parkside view,656275358,Oud-Noord,52.39075268,4.930796806,Entire Home,250.0,4,3,2025-04-22,0.47,1,364,3,71.0,$201-500,0.684931506849315,False,5.5254529391317835
Home in Amsterdam West,451840010,Bos en Lommer,52.3759902,4.8622636,Entire Home,200.0,3,7,2025-06-01,1.17,1,170,7,31.0,$101 -200,1.1695906432748537,False,5.303304908059076
Royaal appartement in Oud-West,257545862,De Baarsjes - Oud-West,52.36253,4.86483,Entire Home,234.0,3,4,2025-06-01,0.7,1,245,4,31.0,$201-500,0.9512195121951219,False,5.459585514144159
"Cozy Studio, Heart of De Pijp",656325914,De Pijp - Rivierenbuurt,52.35431185,4.888770755,Entire Home,266.0,3,9,2025-02-21,1.24,1,357,9,131.0,$201-500,0.7430167597765364,False,5.58724865840025
Stylish Amsterdam Oud-West Apartment,218280297,De Baarsjes - Oud-West,52.37479558,4.861508533,Entire Home,183.0,3,3,2025-05-25,0.37,1,193,3,38.0,$101 -200,0.9432989690721649,False,5.214935757608986
Lovely spacious apartment in Amsterdam,111595884,Oostelijk Havengebied - Indische Buurt,52.3599576,4.9341119,Entire Home,223.0,1,4,2025-05-29,0.56,1,26,4,34.0,$201-500,8.25925925925926,False,5.4116460518550396
Luxury apartment in authentic Amsterdam area,14399838,De Pijp - Rivierenbuurt,52.35650552,4.902352013,Entire Home,198.0,2,6,2025-05-12,1.08,1,167,6,51.0,$101 -200,1.1785714285714286,False,5.293304824724492
Oud-West Gem,531033041,De Baarsjes - Oud-West,52.36465091,4.859242639,Entire Home,194.0,2,1,2025-04-29,0.6,1,176,1,64.0,$101 -200,1.0960451977401129,False,5.272999558563747
Mansion Suite 3,68338234,Centrum-West,52.36608,4.87962,Private Room,223.0,2,1,2025-05-25,1.0,10,97,1,38.0,$201-500,2.2755102040816326,False,5.4116460518550396
Mansion Suite 5,68338234,Centrum-West,52.36608,4.87962,Private Room,277.0,2,5,2025-05-24,1.95,10,85,5,39.0,$201-500,3.2209302325581395,False,5.627621113690637
"Boat suite, A Unique Houseboat Stay - Amsterdam BB",43514658,Oostelijk Havengebied - Indische Buurt,52.37632,4.94367,Entire Home,166.0,1,28,2025-06-15,3.82,1,260,28,17.0,$101 -200,0.6360153256704981,False,5.117993812416755
"Large apartment, centrally located, quiet street",656902978,De Baarsjes - Oud-West,52.3719827,4.8568905,Entire Home,223.0,3,5,2025-05-12,0.73,1,1,5,51.0,$201-500,111.5,False,5.4116460518550396
Stylish ground floor apt with terrace in De Pijp,112139558,De Pijp - Rivierenbuurt,52.35297039,4.890894391,Entire Home,262.0,2,2,2025-02-16,0.36,1,74,2,136.0,$201-500,3.493333333333333,False,5.572154032177765
"Luxury apartment with garden, sauna & work space",38086579,Bos en Lommer,52.37669662,4.858319719,Entire Home,144.0,2,6,2025-01-19,0.84,1,38,6,164.0,$101 -200,3.6923076923076925,False,4.976733742420574
Live like a local in Amsterdam,50899983,Zuid,52.3509088,4.8473988,Entire Home,223.0,4,2,2024-12-26,0.33,1,4,2,188.0,$201-500,44.6,False,5.4116460518550396
Cozy bright apartment in De Pijp,62641927,De Pijp - Rivierenbuurt,52.3558558,4.8879864,Entire Home,186.0,5,3,2025-04-26,0.46,1,3,3,67.0,$101 -200,46.5,False,5.231108616854587
Historical Vondelpark Apartment,30413410,De Baarsjes - Oud-West,52.35896761,4.860937223,Entire Home,360.0,1,4,2024-12-31,0.52,1,362,4,183.0,$201-500,0.9917355371900827,False,5.8888779583328805
Appartement in Amsterdam Oost,434778913,Oud-Oost,52.35885,4.91264,Entire Home,315.0,2,1,2025-04-27,0.58,1,238,1,66.0,$201-500,1.3179916317991631,False,5.755742213586912
Spacious & Sunny Apartment @ IJburg | 4 guests,3862044,IJburg - Zeeburgereiland,52.3520324,5.0020916,Entire Home,190.0,3,4,2025-05-11,1.26,1,8,4,52.0,$101 -200,21.11111111111111,False,5.25227342804663
Private Double Ensuite Room,237150727,Zuid,52.3603214,4.8784034,Private Room,154.0,1,0,,0.0,10,0,0,4197.0,$101 -200,154.0,False,5.043425116919247
Private Twin Room,237150727,Zuid,52.3603214,4.8784034,Private Room,132.0,1,0,,0.0,10,0,0,4197.0,$101 -200,132.0,False,4.890349128221754
Cute small house with garden,10508986,Geuzenveld - Slotermeer,52.37789556,4.81989355,Entire Home,223.0,3,1,2025-01-02,0.18,1,0,1,181.0,$201-500,223.0,False,5.4116460518550396
Rosie’s Renovated Apartment nearby the Vondelpark,91228930,De Baarsjes - Oud-West,52.3621537,4.863611878,Entire Home,180.0,3,9,2025-06-10,1.21,1,29,9,22.0,$101 -200,6.0,False,5.198497031265826
Woning in Amsterdam,17813774,Oostelijk Havengebied - Indische Buurt,52.37113369,4.951773605,Entire Home,235.0,5,2,2025-06-10,0.26,1,171,2,22.0,$201-500,1.3662790697674418,False,5.4638318050256105
Appartement in Amsterdam Oost,9601409,Oostelijk Havengebied - Indische Buurt,52.35865333,4.936281871,Entire Home,135.0,2,7,2025-05-20,0.99,1,3,7,43.0,$101 -200,33.75,False,4.912654885736052
Lovely room in central Amsterdam,43236622,Centrum-Oost,52.3626935,4.9106453,Private Room,125.0,1,7,2025-06-09,2.88,1,281,7,23.0,$101 -200,0.4432624113475177,False,4.836281906951478
Characteristic House in Quiet Area in City Center.,106267213,Centrum-Oost,52.36496752,4.916395581,Entire Home,223.0,363,5,2025-02-20,0.91,4,0,5,132.0,$201-500,223.0,False,5.4116460518550396
Schippersgracht 52 m-2,24024447,Centrum-Oost,52.3707347,4.911857,Entire Home,223.0,2,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Stylish and cosy Amsterdam stay,84188176,De Baarsjes - Oud-West,52.3669007,4.8727397,Entire Home,223.0,1,3,2025-02-21,0.42,1,0,3,131.0,$201-500,223.0,False,5.4116460518550396
Spacious Apartment with a Dedicated Workspace,499023064,De Pijp - Rivierenbuurt,52.3456409,4.895789015,Entire Home,223.0,3,1,2025-01-02,0.18,1,0,1,181.0,$201-500,223.0,False,5.4116460518550396
Appartment (155 m2) + roofterrace (75m2),12599696,Zuid,52.35217074,4.856758714,Entire Home,432.0,3,7,2025-05-16,1.04,1,65,7,47.0,$201-500,6.545454545454546,True,6.07073772800249
Vondelpark entrance apartment,416156394,Zuid,52.35487125,4.854857326,Entire Home,223.0,3,3,2025-01-07,0.41,1,0,3,176.0,$201-500,223.0,False,5.4116460518550396
Modern & cosy apartment in the heart of Amsterdam,387937349,Oud-Oost,52.36086129,4.926119037,Entire Home,127.0,2,1,2024-12-29,0.18,1,69,1,185.0,$101 -200,1.8142857142857143,False,4.852030263919617
Spacious house,66058009,Oud-Noord,52.38876038,4.920102054,Entire Home,156.0,3,0,,0.0,1,21,0,4197.0,$101 -200,7.090909090909091,False,5.056245805348308
